,image,text
0,image/0.jpg,桌子上的一罐堅果
1,image/1.jpg,附咖啡機的廚房
2,image/2.jpg,罐頭 罐頭 罐頭 罐頭 罐頭 罐頭 罐頭 罐頭 罐頭 罐頭 罐頭 罐頭 罐頭 罐頭 罐頭 罐頭 罐頭 罐頭 罐頭 罐頭 罐頭罐 罐頭 罐頭 罐頭
3,image/3.jpg,一部有留言的手機
4,image/4.jpg,一個人腿上的花園燈
5,image/5.jpg,某人的腳在地板上
6,image/6.jpg,一隻手拿著一瓶橘色液體
7,image/7.jpg,一個人躺在地板上
8,image/8.jpg,桌上一袋糖果
9,image/9.jpg,一個有排水管的水槽
10,image/10.jpg,一個拿著手機的人
11,image/11.jpg,一個人的手拿著一個細胞
12,image/12.jpg,一個拿著遙控器的人
13,image/13.jpg,一個男人躺在床上，手裡拿著一罐啤酒
14,image/14.jpg,桌子上的一包食物
15,image/15.jpg,某人的腳在地板上
16,image/16.jpg,木桌上的一些硬幣
17,image/17.jpg,桌子上有一些肥皂
18,image/18.jpg,一張桌子，上面有一瓶橘色液體
19,image/19.jpg,紅色的牆和紅色的背景
20,image/20.jpg,桌上的電子遊戲
21,image/21.jpg,桌子上的一張紙
22,image/22.jpg,爐子上的一罐食物
23,image/23.jpg,一群穿著粉紅色洋裝的婦女
24,image/24.jpg,一個人的手拿著一個細胞
25,image/25.jpg,一隻穿著戲服的狗
26,image/26.jpg,一瓶液體放在桌上
27,image/27.jpg,黑色背景，白色邊框
28,image/28.jpg,桌子上的一張紙
29,image/29.jpg,一本書放在桌上
30,image/30.jpg,背景中有白光
31,image/31.jpg,一張紙上的標誌
32,image/32.jpg,一個人坐在椅子上
33,image/33.jpg,櫃檯上的一瓶藥片
34,image/34.jpg,桌上一袋食物
35,image/35.jpg,電腦顯示器出現藍色畫面
36,image/36.jpg,一個拿著手機的人
37,image/37.jpg,桌子上放著一個杯子
38,image/38.jpg,桌子上的手機
39,image/39.jpg,櫃檯上的一袋食物
40,image/40.jpg,一張紙上的條碼
41,image/41.jpg,貼有貼紙的卡車背面
42,image/42.jpg,房間裡的一堵白牆
43,image/43.jpg,一個有標籤的瓶子
44,image/44.jpg,一盒甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜
45,image/45.jpg,一架飛機在天上飛
46,image/46.jpg,拿著一罐食物的人
47,image/47.jpg,一個用手機的人
48,image/48.jpg,躺在地板上的綠巨人玩具
49,image/49.jpg,桌上一瓶水
50,image/50.jpg,拿著一罐食物的人
51,image/51.jpg,有人拿著一管牙通
52,image/52.jpg,有人拿著一盒巧克力
53,image/53.jpg,一張桌子，上面有一張卡片
54,image/54.jpg,教室裡的卡通人物
55,image/55.jpg,一個人的手拿著一個杯子
56,image/56.jpg,在一張木桌上的時鐘
57,image/57.jpg,沙發上的電腦鍵盤
58,image/58.jpg,一罐有標籤的食物
59,image/59.jpg,一隻穿著紅色襯衫的泰迪熊
60,image/60.jpg,桌上放著一袋食物
61,image/61.jpg,一袋藍紋乳酪片
62,image/62.jpg,桌子上有一隻凱蒂貓
63,image/63.jpg,一個書架，上面放著書
64,image/64.jpg,櫃檯上的一袋薯條
65,image/65.jpg,拿著信用卡的人的手
66,image/66.jpg,桌上一盒香煙
67,image/67.jpg,桌子上的一張紙
68,image/68.jpg,一個人站在黑暗中
69,image/69.jpg,櫃檯上的一罐罐頭食品
70,image/70.jpg,黑暗中亮起的標誌
71,image/71.jpg,木桌上的一本書
72,image/72.jpg,桌上的一罐食物
73,image/73.jpg,一個人拿著一袋薯片
74,image/74.jpg,一罐挑挑挑挑挑挑挑挑挑挑挑
75,image/75.jpg,一個人拿著一罐啤酒
76,image/76.jpg,一個有桌子和椅子的房間
77,image/77.jpg,一杯飲料和一個電腦鍵盤
78,image/78.jpg,桌上一罐山露水
79,image/79.jpg,床上的座椅套
80,image/80.jpg,某人的腳放在沙發上
81,image/81.jpg,桌上的一盞燈
82,image/82.jpg,拿著一罐食物的人
83,image/83.jpg,電視架上的電視
84,image/84.jpg,一個人站在甲板上
85,image/85.jpg,櫃檯上的水罐
86,image/86.jpg,穿紅襯衫的男人
87,image/87.jpg,陽光透過雲層照耀
88,image/88.jpg,有人的腳拿著遊戲
89,image/89.jpg,一個人拿著一瓶藥
90,image/90.jpg,帶花崗岩檯面的廚房
91,image/91.jpg,天空中的手機塔
92,image/92.jpg,街道中間的一棵樹
93,image/93.jpg,一堆罐頭罐頭
94,image/94.jpg,一手拿著瓶子的手 san san san san san san san san san
95,image/95.jpg,床上放一管奶油
96,image/96.jpg,有人拿著一瓶水
97,image/97.jpg,一個人拿著一瓶水
98,image/98.jpg,桌上一本打開的書
99,image/99.jpg,櫃檯上的一罐食物
100,image/100.jpg,桌上一袋食物
101,image/101.jpg,一隻臉上長著綠眼睛的貓
102,image/102.jpg,一件被縫在上面的衣服
103,image/103.jpg,一塊上面有花的布料
104,image/104.jpg,桌上的一杯咖啡
105,image/105.jpg,桌子上的平板電腦
106,image/106.jpg,手臂上有刺青的男人
107,image/107.jpg,一個人拿著一瓶液體
108,image/108.jpg,桌子上的一盒紙巾
109,image/109.jpg,地板上的棋盤
110,image/110.jpg,從火車車窗拍攝的城市夜景
111,image/111.jpg,一個人拿著一瓶啤酒
112,image/112.jpg,桌上放著一瓶 Kero
113,image/113.jpg,一張附有電話和檯燈的桌子
114,image/114.jpg,桌上一瓶啤酒
115,image/115.jpg,一本書放在桌上
116,image/116.jpg,牆上掛著一件粉紅色的毛衣
117,image/117.jpg,建築物側面的信箱
118,image/118.jpg,一台筆記型電腦，上面有一本書
119,image/119.jpg,有人的腳在客廳裡
120,image/120.jpg,一個人拿著一瓶酒
121,image/121.jpg,上面有條碼的條碼
122,image/122.jpg,一件襯衫掛在窗戶上
123,image/123.jpg,桌子上的電腦滑鼠
124,image/124.jpg,一瓶條件條件條件條件條件條件條件條件條件條件條件條件條件條件條件條件條件條件條件條件條件條件條件條件條件條件條件條件條件條件條件條件條件條件條件條件條件條件條件條件條件條件條件條件條件條件條件條件條件條件條件條件條件條件條件條件條件條件條件條件條件條件條件條件條件條件條件條件條件條件條件條件條件條件條件條件條件條件條件條件條件條件條件條件條件條件條件條件條件條件條件條件條件條件條件
125,image/125.jpg,桌上的一盤食物
126,image/126.jpg,一隻狗躺在地板上
127,image/127.jpg,穿紅襯衫的人
128,image/128.jpg,附鍵盤的筆記型電腦
129,image/129.jpg,床上三件T卹
130,image/130.jpg,掛在牆上的電視
131,image/131.jpg,一隻嘴裡叼著聖誕樹的狗
132,image/132.jpg,桌子上的手機
133,image/133.jpg,一本書放在桌上
134,image/134.jpg,櫃檯上的油漆罐
135,image/135.jpg,穿白襯衫的男人
136,image/136.jpg,一個人拿著一罐披薩
137,image/137.jpg,一個人站在沙發上
138,image/138.jpg,桌上一瓶蘇打水
139,image/139.jpg,一個人拿著一罐食物
140,image/140.jpg,一碗麥片粥，背景是一盒麥片粥
141,image/141.jpg,桌上的一盤食物
142,image/142.jpg,一個人拿著一瓶藥
143,image/143.jpg,拿著一包牙齒通行證的人
144,image/144.jpg,桌上一瓶水
145,image/145.jpg,桌上一瓶藥片
146,image/146.jpg,冰箱門的內部
147,image/147.jpg,有人手裡拿著一個細胞
148,image/148.jpg,桌子上的鬧鐘
149,image/149.jpg,一輛以引擎為背景的汽車
150,image/150.jpg,一個人拿著一張紙
151,image/151.jpg,櫃檯上的一瓶啤酒
152,image/152.jpg,桌上一瓶維生素
153,image/153.jpg,冰箱裡的一罐蘇打水
154,image/154.jpg,打領帶的人
155,image/155.jpg,一個手裡拿著細胞的男人
156,image/156.jpg,一盒牙通
157,image/157.jpg,一個人手裡拿著一枚硬幣
158,image/158.jpg,a bottle of tea li li li li li li li li li li li li li li li li li li li li li li li li li li li li li li li li li li li li li li li li li li li li li li li li li li li li li li li li li li li li li li li li li li li li li li li li li li li li li li li li li li li li li li li li li li li li li li li li li li li li li li麗麗麗麗麗麗麗
159,image/159.jpg,一袋薄荷青蘋果汁
160,image/160.jpg,一隻紅項圈的狗
161,image/161.jpg,某人的腳踩在地毯上
162,image/162.jpg,桌上有一台電腦和一本書
163,image/163.jpg,一盞燈照在牆上
164,image/164.jpg,桌上的一件黑色襯衫
165,image/165.jpg,一個有標籤的盒子
166,image/166.jpg,地板上有一袋食物
167,image/167.jpg,一個人拿著一瓶纖維
168,image/168.jpg,紅色和白色的壁紙
169,image/169.jpg,一個人拿著一罐湯
170,image/170.jpg,桌上的一罐食物
171,image/171.jpg,一個人手裡拿著一本雜誌
172,image/172.jpg,拿著一美元鈔票的人
173,image/173.jpg,書上的女人的臉
174,image/174.jpg,桌子上的電視
175,image/175.jpg,桌上有一袋口香糖
176,image/176.jpg,拿著牙膏的人
177,image/177.jpg,櫃檯上放著一瓶液體
178,image/178.jpg,一個人躺在床上
179,image/179.jpg,上面有訊息的電腦螢幕
180,image/180.jpg,桌子上的一張名片
181,image/181.jpg,手裡拿著香蕉的人
182,image/182.jpg,一隻狗伸出舌頭
183,image/183.jpg,一塊有孔的布料
184,image/184.jpg,一碗裝滿萬聖節糖果
185,image/185.jpg,藍色表面上的一些橙子
186,image/186.jpg,一個人拿著一盒食物
187,image/187.jpg,桌子上的電腦鍵盤
188,image/188.jpg,房間裡的吊扇
189,image/189.jpg,一個人拿著一盒食物
190,image/190.jpg,房間裡的一扇白色的門
191,image/191.jpg,桌上的一罐食物
192,image/192.jpg,鏡子裡的人的臉
193,image/193.jpg,一個人拿著一張紙
194,image/194.jpg,牛仔褲背面放一罐啤酒
195,image/195.jpg,一個人拿著咖啡杯
196,image/196.jpg,一盒披薩放在爐子上
197,image/197.jpg,一個人拿著一罐啤酒
198,image/198.jpg,桌子上有一些棒棒糖
199,image/199.jpg,桌上一袋食物
200,image/200.jpg,桌上有一部 iPhone 和充電器
201,image/201.jpg,帶有 Windows 標誌的電腦螢幕
202,image/202.jpg,a bottle of hand san san san san san san san san san san san san san san san san san san san san san
203,image/203.jpg,一本黑色的書，上面寫著白色的字
204,image/204.jpg,一件帶有白點的黑色襯衫
205,image/205.jpg,桌上的一包食物
206,image/206.jpg,拿著一罐蘇打水的人
207,image/207.jpg,打著石膏的人的腳
208,image/208.jpg,一條帶有綠色和黃色條紋的白色毛巾
209,image/209.jpg,一個人拿著一瓶酒
210,image/210.jpg,一個人在玩電子遊戲
211,image/211.jpg,一個人拿著滑板
212,image/212.jpg,一個人拿著一盒食物
213,image/213.jpg,桌上一瓶啤酒
214,image/214.jpg,裡面有很多食物的冰箱
215,image/215.jpg,黑色表面上的紅色襯衫
216,image/216.jpg,有光透過的筆記型電腦螢幕
217,image/217.jpg,一個穿著人字拖的人
218,image/218.jpg,桌上的飛機
219,image/219.jpg,玻璃碗裡的火
220,image/220.jpg,桌上一瓶番茄汁
221,image/221.jpg,一個人的手拿著紅色電話
222,image/222.jpg,持有鈔票的人
223,image/223.jpg,筆記型電腦上出現白屏
224,image/224.jpg,拿著一罐食物的人
225,image/225.jpg,放在桌上的收音機
226,image/226.jpg,筆記型電腦上的蘋果標誌
227,image/227.jpg,一個人拿著一張紙
228,image/228.jpg,一個女人在一罐啤酒上
229,image/229.jpg,一束白色毛皮
230,image/230.jpg,桌上的一朵紙花
231,image/231.jpg,上面有訊息的電腦螢幕
232,image/232.jpg,黑色背景，帶有文字“拍攝/選擇照片”
233,image/233.jpg,上面有滑鼠的筆記型電腦螢幕
234,image/234.jpg,上面寫著字的冰箱
235,image/235.jpg,桌上的數字時鐘
236,image/236.jpg,人腿上的一雙鞋
237,image/237.jpg,一本書放在桌上
238,image/238.jpg,桌上的一塊食物
239,image/239.jpg,一座有標誌的建築物
240,image/240.jpg,一個拿著手機的人
241,image/241.jpg,床上放著一塊滑板
242,image/242.jpg,一隻貓躺在桌子上
243,image/243.jpg,櫃檯上的一罐液體
244,image/244.jpg,桌上一瓶水
245,image/245.jpg,一個人拿著一個綠色的梨
246,image/246.jpg,躺在地板上的牢房
247,image/247.jpg,桌上的一個紙杯
248,image/248.jpg,桌上一袋食物
249,image/249.jpg,桌上一袋薯條
250,image/250.jpg,上面有訊息的電腦螢幕
251,image/251.jpg,桌子上的披薩
252,image/252.jpg,桌上一盒義大利麵
253,image/253.jpg,桌上一瓶水
254,image/254.jpg,穿著灰色毛衣的男人
255,image/255.jpg,一個人拿著一杯水
256,image/256.jpg,一個人拿著咖啡杯
257,image/257.jpg,一手拿著一瓶維生素
258,image/258.jpg,一個男人站在櫃檯前
259,image/259.jpg,桌上的一碗食物
260,image/260.jpg,地上的一個足球
261,image/261.jpg,牆上掛著一件棕色襯衫
262,image/262.jpg,桌上的一盤食物
263,image/263.jpg,有人拿著一罐啤酒
264,image/264.jpg,一個人的頭上有頭髮
265,image/265.jpg,桌上有一瓶液體
266,image/266.jpg,一張黃色和黑色的名片
267,image/267.jpg,桌上的一塊巧克力
268,image/268.jpg,一個拿著手機的人
269,image/269.jpg,一個人的手拿著一瓶液體
270,image/270.jpg,牛仔褲的裡面
271,image/271.jpg,櫃檯上的一袋食物
272,image/272.jpg,一碗義大利麵和一盒義大利麵
273,image/273.jpg,牆上有一個人的影子
274,image/274.jpg,桌子上的手機
275,image/275.jpg,一張紙上的貓
276,image/276.jpg,某人的手放在床上
277,image/277.jpg,手裡拿著一張卡片的人
278,image/278.jpg,桌上放著一瓶酒
279,image/279.jpg,桌子上有一架鋼琴和一本書
280,image/280.jpg,一個人坐在沙發上
281,image/281.jpg,持有電子設備的人
282,image/282.jpg,桌上的一罐食物
283,image/283.jpg,桌上的一罐食物
284,image/284.jpg,手提箱上的一美元鈔票
285,image/285.jpg,一隻貓躺在地板上
286,image/286.jpg,桌上一本打開的書
287,image/287.jpg,耳機放在地板上
288,image/288.jpg,頭髮上夾著髮夾的女人
289,image/289.jpg,紫色和白色的星星貼紙
290,image/290.jpg,綠色和灰色的調色板
291,image/291.jpg,桌上的一個咖啡杯
292,image/292.jpg,黑色背景，白色邊框
293,image/293.jpg,櫃檯上放著一瓶啤酒
294,image/294.jpg,桌上一袋食物
295,image/295.jpg,一台帶有幾個不同標誌的筆記型電腦
296,image/296.jpg,桌上一瓶水
297,image/297.jpg,紫色背景的菜單
298,image/298.jpg,一個人拿著一本書
299,image/299.jpg,桌上的一個咖啡杯
300,image/300.jpg,一杯水和一個玩具
301,image/301.jpg,地板上有一盒爆米花
302,image/302.jpg,有人拿著一罐啤酒
303,image/303.jpg,桌子上放著一張 CD
304,image/304.jpg,一個人在玩電子遊戲
305,image/305.jpg,桌上的一個可樂瓶
306,image/306.jpg,一瓶柳橙汁放在盤子裡
307,image/307.jpg,盤子裡的一片披薩
308,image/308.jpg,白牆上的時鐘
309,image/309.jpg,桌上一盒麥片粥
310,image/310.jpg,紅色桌子上的一些食物
311,image/311.jpg,一個人在黑暗的房間裡
312,image/312.jpg,爐子上的一罐食物
313,image/313.jpg,綠色地毯的客廳
314,image/314.jpg,一隻貓睡在地毯上
315,image/315.jpg,一把剪刀 一把剪刀
316,image/316.jpg,一個人睡在床上
317,image/317.jpg,一個人坐在沙發上
318,image/318.jpg,一隻狗躺在甲板上
319,image/319.jpg,櫃檯上的一罐啤酒
320,image/320.jpg,桌子上的電視
321,image/321.jpg,地板上有一袋食物
322,image/322.jpg,桌上的一塊巧克力
323,image/323.jpg,白色表面上的 CD
324,image/324.jpg,爐子上的一罐蘇打水
325,image/325.jpg,天花板上掛著一卷衛生紙
326,image/326.jpg,一件T卹，上面寫著這是我的太陽魔鬼襯衫
327,image/327.jpg,桌上一瓶啤酒
328,image/328.jpg,桌上的一個單元格和一支筆
329,image/329.jpg,衣服掛在晾衣繩上
330,image/330.jpg,有人手裡拿著刀
331,image/331.jpg,一本上面有數字24的書
332,image/332.jpg,桌上一瓶美髮產品
333,image/333.jpg,床上放著一件毛衣
334,image/334.jpg,櫃檯上的一罐食物
335,image/335.jpg,躺在床上的三條領帶
336,image/336.jpg,穿西裝打領帶的男人
337,image/337.jpg,有洞的天花板
338,image/338.jpg,一個手裡拿著槍的男人
339,image/339.jpg,桌子上的一盒牙通
340,image/340.jpg,某人的腳在地板上
341,image/341.jpg,一個人拿著一張紙
342,image/342.jpg,桌上的一塊巧克力
343,image/343.jpg,一個長廚房，有很多檯面空間
344,image/344.jpg,一隻手拿著一張上面有草莓的卡片
345,image/345.jpg,有人拿著一罐啤酒
346,image/346.jpg,紅色背景的人臉
347,image/347.jpg,一個人站在黑暗中
348,image/348.jpg,白色表面上的帽子
349,image/349.jpg,一個人躺在床上
350,image/350.jpg,一個拿著一罐可樂的人
351,image/351.jpg,一盒杏仁 杏仁 杏仁 杏仁 杏仁 杏仁 杏仁 杏仁 杏仁 杏仁
352,image/352.jpg,桌上的一副眼鏡
353,image/353.jpg,桌子上的一張紙
354,image/354.jpg,一張桌子，上面有一罐油漆
355,image/355.jpg,一個人剪一塊布料
356,image/356.jpg,桌上一盒食物
357,image/357.jpg,有人拿著一瓶啤酒
358,image/358.jpg,桌子上的一張紙
359,image/359.jpg,一個人的鞋子和一個包包
360,image/360.jpg,浴室的地板上有體重計
361,image/361.jpg,一張鋪有紫色毯子的床
362,image/362.jpg,拿著黃票的人
363,image/363.jpg,桌上一瓶水
364,image/364.jpg,某人的腳和一瓶酒
365,image/365.jpg,火車車廂內部
366,image/366.jpg,某人的腳踩在跑步機上
367,image/367.jpg,桌上有一堆玩具
368,image/368.jpg,拿著智慧型手機的人
369,image/369.jpg,桌上的一碗食物
370,image/370.jpg,桌上一盒食物
371,image/371.jpg,拿著電子遊戲的人
372,image/372.jpg,一個人的手拿著一罐食物
373,image/373.jpg,貼有貼紙的啤酒瓶
374,image/374.jpg,桌上有一個綠色的袋子
375,image/375.jpg,白色表面上的十字
376,image/376.jpg,桌上一瓶酒
377,image/377.jpg,地板上有一罐蘇打水
378,image/378.jpg,桌子上有一個相機和一些電線
